Comment,ID,Kingdom,Phylum,Class,Order,Family,Genus,Genus.In.UK,Average_confidence,PW,MC,CM,WC,AG,MM,CC,PH,ML,HH,JH,MB,SK,SP
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Crataegus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Dipsacales,Adoxaceae,Viburnum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Ericales,Ericaceae,Rhododendron,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Mespilus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Fragaria,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Scrophulariaceae,Buddleja,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Cannabaceae,Cannabis,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Malus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,Tilia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Dipsacales,Caprifoliaceae,Dipsacus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,bd31ba8324cab4da00d3e4d390f60b86,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,Salix,Y,0.774333519424975,0,0,1641,0,547,17756,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Apiales,Apiaceae,Pastinaca,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Sapindaceae,Acer,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Cucurbitales,Begoniaceae,Begonia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,68d456ade36da68066629c1b67c19322,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Trifolium,Y,0.972796199394946,528,265,214,346,2825,462,120,0,1123,0,0,29,77,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Argyrolobium,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Pyrus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,Phormium,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Myrtales,Myrtaceae,Eucalyptus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malpighiales,Hypericaceae,Cratoxylum,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Rosa,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Rutaceae,Zanthoxylum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,b910e03d7d06e30551659fddf285feb9,Viridiplantae,Streptophyta,rosids,Fagales,Juglandaceae,Juglans,Y,0.71136004286044,0,0,0,0,0,0,0,0,0,22445,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Lamiaceae,Salvia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Geraniales,Geraniaceae,Geranium,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Eudicots,Ranunculales,Papaveraceae,Papaver,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Aquifoliales,Aquifoliaceae,Ilex,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Eudicots,Rosids,Malvales,Lavatera,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rhamnaceae,Ceanothus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Ericales,Actinidiaceae,Actinidia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Anthoxanthum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Magnoliales,Magnoliaceae,Magnolia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Solanales,Convolvulaceae,Calystegia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Asparagales,Iridaceae,Crocosmia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Simaroubaceae,Ailanthus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fagales,Fagaceae,Castanea,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Oleaceae,Jasminum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Gleditsia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Apiales,Araliceae,Hedera,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Myrtales,Onagraceae,Oenothera,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Dipsacales,Adoxaceae,Sambucus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Myrtales,Onagraceae,Fuchsia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Dipsacales,Caprifoliaceae,Symphoricarpos,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,eudicots,Asterales,Asteraceae,Leontodon,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Ranunculales,Berberidaceae,Berberis,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fagales,Betulaceae,Betula,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Lamiaceae,Lavandula,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,Brassica,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Apiales,Apiaceae,Daucus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Oleaceae,Fraxinus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Filipendula,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Triticum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Ranunculales,Ranunculaceae,Clematis,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Nicotiana,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Plantaginaceae,Veronica,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Caryophyllales,Tamaricaceae,Tamarix,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Zingiberales,Zingiberaceae,Curcuma,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cynara,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,eudicots,Lamiales,Oleaceae,Ligustrum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,f01825f51e91756892400760d0262a96,Viridiplantae,Streptophyta,asterids,Malpighiales,Salicaceae,Populus,Y,0.708485280385109,0,0,9,0,86,101,0,0,0,0,0,0,43523,0
Multi_ASVs_Merged_ITS2p_dada2,41868c62167d20caa40a6ddd39748f7b,Viridiplantae,Streptophyta,eudicots,Fabales,Fabaceae,Phaseolus,Y,0.999999999999998,0,0,0,0,0,0,0,0,32027,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,eudicots,Brassicales,Brassicaceae,Sinapis,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,19d21b63a119e47fe842c267d29fa398,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caragana,Y,0.805428357258175,1524,839,731,2089,3364,780,930,26,1885,0,0,0,269,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Myrtales,Melastomataceae,Bucquetia,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,cce294da397c68b7a6c3b5719ea793f1,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Crepis,N,0.773806812162696,0,428,5236,554,24,4644,0,0,0,0,0,151,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,Mancoa,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,970c20c6362fde9dd6558885a2668e1e,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Austrostipa,Y,0.775800487493918,0,0,0,0,0,29,0,0,0,394,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,c7b9301e4ba365a8dda6a453c632bc8c,Viridiplantae,Streptophyta,asterids,Lamiales,Scrophulariaceae,Manulea,N,0.803028773205654,4,0,161,0,6,69,13,0,0,232,11,0,179,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Bellis,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Caryophyllales,Amaranthaceae,Kaviria,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,253c10beace2db5ad54fc60d8ba4c7ab,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Eupatorium,Y,0.995797531283018,0,0,0,0,0,127,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Menyanthaceae,Nymphoides,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Lamiaceae,Premna,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Boraginales,Hydrophyllaceae,Phacelia,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,ae8bcfabdccd5d39ccd81fdfcfc69028,Viridiplantae,Streptophyta,asterids,Ericales,Pentaphylacaceae,Adinandra,N,0.783693785916488,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Trigonopterum,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,e16a8d59194567f002325230a1561873,Viridiplantae,Streptophyta,rosids,Myrtales,Melastomataceae,Monochaetum,N,0.803886033152526,0,0,115,0,0,3,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Lactuca,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Sinosenecio,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Cucurbitales,Cucurbitaceae,Cucumis,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Acanthaceae,Aphelandra,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Cicerbita,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Acanthaceae,Ptyssiglottis,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Lamiaceae,Mentha,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,7b46ace537d8af2464d48b0f4495ac70,Viridiplantae,Streptophyta,asterids,Lamiales,Acanthaceae,Streblacanthus,N,0.727343776195644,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Microgyne,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Piptanthus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Campanulaceae,Cyananthus,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Chlorophyta,Trebouxiophyceae,Microthamniales,,Trebouxia,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Burseraceae,Protium,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,Alyssum,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,Potentilla,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,Erucaria,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Antinoria,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Saxifragales,Crassulaceae,Sedum,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Telanthophora,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Cornales,Cornaceae,Cornus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Brassicales,Limnanthaceae,Limnanthes,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Ranunculales,Ranunculaceae,Ranunculus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malpighiales,Passifloraceae,Passiflora,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Coulterella,N,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genus_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Crossosomatales,Stachyuraceae,Stachyurus,Y,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
