"","Comment","ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Species.In.UK","Average_confidence","PW","MC","CM","WC","AG","MM","CC","PH","ML","HH","JH","MB","SK","SP"
"55","Single_ASV_in_Data","286e184bbefd6b5f830046c9e291fe9e","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Lactuca","Lactuca sibirica","Y",0.934307580941838,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Multi_ASVs_Merged_ITS2p_dada2","17b73eff26b51c8e50b7d6c7c41812d9","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Sinosenecio","Sinosenecio sichuanicus","N",0.958431709462106,39,40,0,0,0,20,0,0,0,0,0,0,0,0
"57","Single_ASV_in_Data","ab9366639934869e4222783a78027e0f","Viridiplantae","Streptophyta","rosids","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis melo","Y",0.99995991619725,0,0,0,0,39,0,0,0,0,0,0,0,0,0
"58","Multi_ASVs_Merged_ITS2p_dada2","dad07c46c1002db3a9dda76c2906813d","Viridiplantae","Streptophyta","asterids","Lamiales","Acanthaceae","Aphelandra","Aphelandra fasciculata","N",0.85123499071883,30,0,0,0,0,7,0,0,0,0,0,0,0,0
"59","Single_ASV_in_Data","43e7a5997e7bf8a5d614de46ec238c94","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Cicerbita","Cicerbita azurea","N",0.835772505031097,0,0,0,0,0,25,0,0,0,0,0,0,0,0
"60","Single_ASV_in_Data","47211c22f38b8c4e4e4139548498fbd4","Viridiplantae","Streptophyta","asterids","Lamiales","Acanthaceae","Ptyssiglottis","Ptyssiglottis pubisepala","N",0.739096983436735,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"61","Single_ASV_in_Data","fac104cfad233fee4822ebd31acaa57b","Viridiplantae","Streptophyta","asterids","Lamiales","Lamiaceae","Mentha","Mentha canadensis","N",0.956249059768353,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"62","Single_ASV_in_Data","0b411fdfb830037b3b02a154a38c5c16","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Microgyne","Microgyne marchesiana","N",0.92649191788745,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"63","Single_ASV_in_Data","3af6186fb88e13497265f8195dfa95d5","Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Piptanthus","Piptanthus leiocarpus","Y",0.898955477739631,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"64","Single_ASV_in_Data","a31d1ac8c49906f3456d476e382bd4d0","Viridiplantae","Streptophyta","asterids","Asterales","Campanulaceae","Cyananthus","Cyananthus dolichosceles","N",0.735414384522516,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"65","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Chlorophyta","Trebouxiophyceae","Microthamniales","","Trebouxia","Trebouxia simplex","Algae",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Rubus","Rubus crataegifolius","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Sapindales","Burseraceae","Protium","Protium polybotryum","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Prunus","Prunus pensylvanica","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Alyssum","Alyssum chalcidicum","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Ericales","Balsaminaceae","Impatiens","Impatiens neomunronii","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum armatum","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Fagales","Juglandaceae","Juglans","Juglans regia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Prunus","Prunus napaulensis","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Malvales","Malvaceae","Tilia","Tilia platyphyllos","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Potentilla","Potentilla alba","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Erucaria","Erucaria hispanica","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Malvales","Malvaceae","","uncultured Tilia from ectomycorrhiza","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Antinoria","Antinoria agrostidea","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Saxifragales","Crassulaceae","Sedum","Sedum amplexicaule","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Ericales","Theaceae","Camellia","Camellia pitardii","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Telanthophora","Telanthophora copeyensis","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Ericales","Balsaminaceae","Impatiens","Impatiens clavigera","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Cornales","Cornaceae","Cornus","Cornus macrophylla","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus sieboldii","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Malpighiales","Passifloraceae","Passiflora","Passiflora arborea","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Species_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Coulterella","Coulterella capitata","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
