"","Comment","ID","Kingdom","Phylum","Class","Order","Family","Genus","Genus.In.UK","Average_confidence","PW","MC","CM","WC","AG","MM","CC","PH","ML","HH","JH","MB","SK","SP"
"17","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Cannabaceae","Cannabis","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Malus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Malvales","Malvaceae","Tilia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Dipsacales","Caprifoliaceae","Dipsacus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","Multi_ASVs_Merged_ITS2p_dada2","bd31ba8324cab4da00d3e4d390f60b86","Viridiplantae","Streptophyta","rosids","Malpighiales","Salicaceae","Salix","Y",0.774333519424975,0,0,1641,0,547,17756,0,0,0,0,0,0,0,0
"22","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Apiales","Apiaceae","Pastinaca","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Sapindales","Sapindaceae","Acer","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Cucurbitales","Begoniaceae","Begonia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Multi_ASVs_Merged_ITS2p_dada2","e79cf665e0b89544760bd918df0b8a53","Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Trifolium","Y",0.969381411459698,2376,756,547,1512,7069,1350,731,0,2203,0,26,1243,196,0
"26","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Argyrolobium","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Pyrus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Asparagales","Xanthorrhoeaceae","Phormium","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Myrtales","Myrtaceae","Eucalyptus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Malpighiales","Hypericaceae","Cratoxylum","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Rosa","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Sapindales","Rutaceae","Zanthoxylum","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Single_ASV_in_Data_ITS2p_dada2","b910e03d7d06e30551659fddf285feb9","Viridiplantae","Streptophyta","rosids","Fagales","Juglandaceae","Juglans","Y",0.71136004286044,0,0,0,0,0,0,0,0,0,22445,0,0,0,0
"34","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Lamiales","Lamiaceae","Salvia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Multi_ASVs_Merged_ITS2p_dada2","9eb2f2d1796b167a57b184c6c6a2a00a","Viridiplantae","Streptophyta","rosids","Geraniales","Geraniaceae","Geranium","Y",0.803402992538983,3,1189,661,0,0,0,0,0,0,0,0,0,0,0
"36","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Eudicots","Ranunculales","Papaveraceae","Papaver","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Aquifoliales","Aquifoliaceae","Ilex","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Eudicots","Rosids","Malvales","Lavatera","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rhamnaceae","Ceanothus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Ericales","Actinidiaceae","Actinidia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Anthoxanthum","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Magnoliales","Magnoliaceae","Magnolia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Solanales","Convolvulaceae","Calystegia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Asparagales","Iridaceae","Crocosmia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Sapindales","Simaroubaceae","Ailanthus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Single_ASV_in_Data_ITS2p_dada2","4a233f13d1c5b901e9d846012a4c79f8","Viridiplantae","Streptophyta","asterids","Fagales","Fagaceae","Castanea","Y",0.720871590939561,318,906,547,510,262,0,2014,0,1218,1114,0,0,0,599
"47","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Lamiales","Oleaceae","Jasminum","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Gleditsia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Apiales","Araliceae","Hedera","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Myrtales","Onagraceae","Oenothera","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Dipsacales","Adoxaceae","Sambucus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Myrtales","Onagraceae","Fuchsia","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Dipsacales","Caprifoliaceae","Symphoricarpos","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Single_ASV_in_Data_ITS2p_dada2","2e127c80282bd9b35f94ce499da5dfad","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Leontodon","Y",0.994899548419185,0,654,9631,0,0,0,0,0,0,0,0,0,0,0
"55","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Ranunculales","Berberidaceae","Berberis","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Fagales","Betulaceae","Betula","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Lamiales","Lamiaceae","Lavandula","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Brassica","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Apiales","Apiaceae","Daucus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Lamiales","Oleaceae","Fraxinus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Single_ASV_in_Data_ITS2p_dada2","777bdab6adc7a7987ebdf19ae28c35c0","Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Filipendula","Y",0.999999999999988,0,0,17128,454,0,250,326,0,1357,0,0,0,0,0
"62","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Triticum","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Ranunculales","Ranunculaceae","Clematis","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Solanales","Solanaceae","Nicotiana","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Lamiales","Plantaginaceae","Veronica","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Caryophyllales","Tamaricaceae","Tamarix","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Zingiberales","Zingiberaceae","Curcuma","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Cynara","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Single_ASV_in_Data_ITS2p_dada2","6c2d5c92cfd4e1cffe97c1eba609b926","Viridiplantae","Streptophyta","asterids","Lamiales","Oleaceae","Ligustrum","Y",0.7255587196161,1149,725,7105,0,503,24897,1071,1275,6968,0,0,224,0,0
"70","Single_ASV_in_Data_ITS2p_dada2","f01825f51e91756892400760d0262a96","Viridiplantae","Streptophyta","asterids","Malpighiales","Salicaceae","Populus","Y",0.708485280385109,0,0,9,0,86,101,0,0,0,0,0,0,43523,0
"71","Multi_ASVs_Merged_ITS2p_dada2","41868c62167d20caa40a6ddd39748f7b","Viridiplantae","Streptophyta","eudicots","Fabales","Fabaceae","Phaseolus","Y",0.999999999999998,0,0,0,0,0,0,0,0,51364,0,0,0,0,0
"72","Single_ASV_in_Data_ITS2p_dada2","59691de78557324ba47cd1fce3c6f4a0","Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Sinapis","Y",0.997362082317901,2038,3908,0,0,3634,1561,0,0,0,0,0,0,0,0
"73","Multi_ASVs_Merged_ITS2p_dada2","19d21b63a119e47fe842c267d29fa398","Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Caragana","Y",0.805428357258175,1524,839,731,2089,3364,780,930,26,1885,0,0,0,269,0
"74","Multi_ASVs_Merged_ITS2p_dada2","3aab500d3b2a053a2a4115314f41608b","Viridiplantae","Streptophyta","rosids","Myrtales","Melastomataceae","Bucquetia","N",0.817373684689843,260,2645,253,0,842,0,0,482,247,0,276,0,341,245
"75","Multi_ASVs_Merged_ITS2p_dada2","cce294da397c68b7a6c3b5719ea793f1","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Crepis","N",0.778602507412063,0,428,5481,554,367,4644,29,0,0,0,25,151,0,0
"76","Multi_ASVs_Merged_ITS2p_dada2","6be1879cb56d473085bf842e1aeb6de1","Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Mancoa","N",0.846222042567812,0,413,208,683,0,138,999,0,0,0,99,0,0,0
"77","Multi_ASVs_Merged_ITS2p_dada2","970c20c6362fde9dd6558885a2668e1e","Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Austrostipa","Y",0.775800487493918,0,0,0,0,0,29,0,0,0,394,0,0,0,0
"78","Multi_ASVs_Merged_ITS2p_dada2","c7b9301e4ba365a8dda6a453c632bc8c","Viridiplantae","Streptophyta","asterids","Lamiales","Scrophulariaceae","Manulea","N",0.803028773205654,4,0,161,0,6,69,13,0,0,232,11,0,179,0
"79","Single_ASV_in_Data_ITS2p_dada2","0f20c687735316dd933162af1adc888a","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Bellis","Y",0.9999999964258,0,161,0,0,0,0,0,0,0,0,0,0,0,0
"80","Single_ASV_in_Data_ITS2p_dada2","c2fe5af5b73c3a8fa0207f131b3f0fe7","Viridiplantae","Streptophyta","","Caryophyllales","Amaranthaceae","Kaviria","N",0.759801647193511,0,0,0,151,0,0,0,0,0,0,0,0,0,0
"81","Single_ASV_in_Data_ITS2p_dada2","253c10beace2db5ad54fc60d8ba4c7ab","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Eupatorium","Y",0.995797531283018,0,0,0,0,0,127,0,0,0,0,0,0,0,0
"82","Single_ASV_in_Data_ITS2p_dada2","23483c5ee1321a63ada53ca482128450","Viridiplantae","Streptophyta","asterids","Asterales","Menyanthaceae","Nymphoides","Y",0.999999669164237,0,0,0,0,0,0,0,0,0,0,0,109,0,0
"83","Multi_ASVs_Merged_ITS2p_dada2","c55b2951d41ec25f8ed5d4f97ede7c40","Viridiplantae","Streptophyta","asterids","Lamiales","Lamiaceae","Premna","N",0.740793687485386,0,202,0,0,0,0,0,0,0,0,0,0,0,0
"84","Single_ASV_in_Data_ITS2p_dada2","696bfa037f08e0f845ec1e1104cfb83c","Viridiplantae","Streptophyta","asterids","Boraginales","Boraginaceae","Phacelia","Y",0.782915697774965,0,0,0,83,0,0,0,0,0,0,0,0,0,0
"85","Multi_ASVs_Merged_ITS2p_dada2","ae8bcfabdccd5d39ccd81fdfcfc69028","Viridiplantae","Streptophyta","asterids","Ericales","Pentaphylacaceae","Adinandra","N",0.783693785916488,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"86","Multi_ASVs_Merged_ITS2p_dada2","30d2300ac46239c5b6d3ea290b104a16","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Trigonopterum","N",0.714405485010163,0,0,0,0,0,0,0,0,73,0,0,0,0,4
"87","Multi_ASVs_Merged_ITS2p_dada2","e16a8d59194567f002325230a1561873","Viridiplantae","Streptophyta","rosids","Myrtales","Melastomataceae","Monochaetum","N",0.803886033152526,0,0,115,0,0,3,0,0,0,0,0,0,0,0
"88","Single_ASV_in_Data_ITS2p_dada2","286e184bbefd6b5f830046c9e291fe9e","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Lactuca","Y",0.934307580941838,56,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Multi_ASVs_Merged_ITS2p_dada2","17b73eff26b51c8e50b7d6c7c41812d9","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Sinosenecio","N",0.958431709462106,39,40,0,0,0,20,0,0,0,0,0,0,0,0
"90","Single_ASV_in_Data_ITS2p_dada2","ab9366639934869e4222783a78027e0f","Viridiplantae","Streptophyta","rosids","Cucurbitales","Cucurbitaceae","Cucumis","Y",0.99995991619725,0,0,0,0,39,0,0,0,0,0,0,0,0,0
"91","Multi_ASVs_Merged_ITS2p_dada2","dad07c46c1002db3a9dda76c2906813d","Viridiplantae","Streptophyta","asterids","Lamiales","Acanthaceae","Aphelandra","N",0.85123499071883,30,0,0,0,0,7,0,0,0,0,0,0,0,0
"92","Single_ASV_in_Data_ITS2p_dada2","43e7a5997e7bf8a5d614de46ec238c94","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Cicerbita","N",0.835772505031097,0,0,0,0,0,25,0,0,0,0,0,0,0,0
"93","Single_ASV_in_Data_ITS2p_dada2","47211c22f38b8c4e4e4139548498fbd4","Viridiplantae","Streptophyta","asterids","Lamiales","Acanthaceae","Ptyssiglottis","N",0.739096983436735,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"94","Single_ASV_in_Data_ITS2p_dada2","fac104cfad233fee4822ebd31acaa57b","Viridiplantae","Streptophyta","asterids","Lamiales","Lamiaceae","Mentha","N",0.956249059768353,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"95","Single_ASV_in_Data_ITS2p_dada2","7b46ace537d8af2464d48b0f4495ac70","Viridiplantae","Streptophyta","asterids","Lamiales","Acanthaceae","Streblacanthus","N",0.727343776195644,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"96","Single_ASV_in_Data_ITS2p_dada2","0b411fdfb830037b3b02a154a38c5c16","Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Microgyne","N",0.92649191788745,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"97","Single_ASV_in_Data_ITS2p_dada2","3af6186fb88e13497265f8195dfa95d5","Viridiplantae","Streptophyta","rosids","Fabales","Fabaceae","Piptanthus","Y",0.898955477739631,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"98","Single_ASV_in_Data_ITS2p_dada2","a31d1ac8c49906f3456d476e382bd4d0","Viridiplantae","Streptophyta","asterids","Asterales","Campanulaceae","Cyananthus","N",0.735414384522516,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"99","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Chlorophyta","Trebouxiophyceae","Microthamniales","","Trebouxia","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Sapindales","Burseraceae","Protium","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Alyssum","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Rosales","Rosaceae","Potentilla","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Brassicales","Brassicaceae","Erucaria","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Antinoria","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Saxifragales","Crassulaceae","Sedum","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Telanthophora","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Cornales","Cornaceae","Cornus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Brassicales","Limnanthaceae","Limnanthes","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","","Ranunculales","Ranunculaceae","Ranunculus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Malpighiales","Passifloraceae","Passiflora","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","asterids","Asterales","Asteraceae","Coulterella","N",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Genus_ASV_Absent_in_Data_ITS2p_dada2",NA,"Viridiplantae","Streptophyta","rosids","Crossosomatales","Stachyuraceae","Stachyurus","Y",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
